"UserID","Cluster"
1,1
2,1
3,2
4,1
5,1
6,1
7,1
8,2
9,1
10,1
11,2
12,1
13,1
14,2
15,2
16,1
17,1
18,2
19,2
20,1
21,1
22,2
23,1
24,1
25,2
26,1
27,2
28,1
29,2
30,1
31,1
32,1
33,2
34,1
35,2
36,1
37,2
38,2
39,1
40,1
41,2
42,2
43,2
44,1
45,2
46,1
47,1
48,1
49,1
50,1
51,2
52,2
53,2
54,1
55,2
56,1
57,1
58,2
59,2
60,1
61,1
62,1
63,1
64,1
65,1
66,2
67,2
68,1
69,1
70,2
71,2
72,2
73,2
74,2
75,2
76,1
77,2
78,2
79,1
80,2
81,1
82,2
83,2
84,1
85,1
86,1
87,2
88,2
89,2
90,2
91,1
92,2
93,2
94,1
95,1
96,1
97,2
98,1
99,1
100,1
101,1
102,2
103,2
104,2
105,1
106,1
107,1
108,1
109,1
110,2
111,1
112,1
113,1
114,2
115,1
116,1
117,2
118,2
119,1
120,1
121,2
122,2
123,1
124,1
125,1
126,2
127,1
128,1
129,2
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,2
139,1
140,1
141,2
142,2
143,2
144,1
145,1
146,1
147,2
148,1
149,2
150,2
151,1
152,2
153,1
154,2
155,1
156,1
157,2
158,2
159,2
160,1
161,1
162,1
163,1
164,2
165,1
166,2
167,2
168,2
169,2
170,2
171,1
172,2
173,2
174,2
175,2
176,2
177,1
178,1
179,1
180,1
181,1
182,1
183,2
184,2
185,1
186,1
187,1
188,1
189,2
190,2
191,2
192,1
193,2
194,2
195,2
196,2
197,1
198,2
199,1
200,1
201,1
202,1
203,1
204,2
205,2
206,2
207,1
208,2
209,2
210,2
211,1
212,1
213,2
214,2
215,2
216,1
217,1
218,2
219,1
220,1
221,2
222,2
223,1
224,1
225,2
226,1
227,2
228,2
229,2
230,2
231,2
232,2
233,2
234,2
235,1
236,1
237,2
238,1
239,1
240,2
241,2
242,1
243,2
244,2
245,1
246,2
247,2
248,2
249,2
250,1
251,2
252,2
253,2
254,1
255,2
256,1
257,2
258,1
259,1
260,1
261,1
262,2
263,2
264,1
265,1
266,2
267,1
268,2
269,1
270,1
271,2
272,1
273,2
274,2
275,1
276,2
277,2
278,2
279,2
280,2
281,2
282,2
283,2
284,1
285,2
286,2
287,2
288,2
289,2
290,2
291,1
292,1
293,2
294,2
295,2
296,2
297,1
298,1
299,2
300,2
301,2
302,2
303,2
304,2
305,1
306,1
307,2
308,2
309,2
310,2
311,2
312,1
313,2
314,2
315,2
316,1
317,2
318,1
319,1
320,1
321,2
322,2
323,2
324,2
325,1
326,1
327,2
328,1
329,1
330,1
331,1
332,2
333,2
334,2
335,1
336,2
337,1
338,2
339,1
340,2
341,2
342,2
343,1
344,2
345,2
346,2
347,1
348,2
349,1
350,1
351,2
352,1
353,2
354,2
355,1
356,2
357,1
358,1
359,2
360,2
361,1
362,1
363,2
364,1
365,1
366,1
367,1
368,1
369,2
370,2
371,2
372,2
373,2
374,1
375,2
376,1
377,1
378,2
379,2
380,2
381,1
382,1
383,2
384,1
385,2
386,2
387,2
388,1
389,1
390,2
391,1
392,2
393,2
394,1
395,1
396,1
397,2
398,1
399,2
400,1
401,1
402,1
403,2
404,2
405,1
406,1
407,2
408,1
409,2
410,1
411,2
412,2
413,2
414,2
415,1
416,2
417,1
418,2
419,2
420,2
421,1
422,2
423,2
424,2
425,2
426,1
427,1
428,1
429,2
430,2
431,2
432,1
433,1
434,1
435,1
436,2
437,2
438,1
439,2
440,2
441,2
442,2
443,2
444,1
445,1
446,2
447,1
448,2
449,2
450,2
451,1
452,1
453,2
454,2
455,2
456,1
457,1
458,2
459,2
460,2
461,1
462,1
463,1
464,2
465,2
466,1
467,2
468,2
469,1
470,2
471,2
472,2
473,1
474,2
475,2
476,1
477,1
478,2
479,2
480,1
481,1
482,2
483,1
484,2
485,1
486,1
487,2
488,1
489,2
490,1
491,2
492,2
493,2
494,1
495,2
496,1
497,2
498,2
499,2
500,1
501,2
502,2
503,2
504,2
505,2
506,1
507,1
508,2
509,1
510,1
511,2
512,1
513,2
514,2
515,1
516,2
517,2
518,1
519,2
520,2
521,2
522,2
523,1
524,1
525,1
526,1
527,2
528,1
529,1
530,2
531,1
532,2
533,2
534,1
535,2
536,1
537,1
538,2
539,2
540,2
541,1
542,1
543,2
544,1
545,1
546,1
547,2
548,1
549,1
550,1
551,2
552,2
553,2
554,1
555,2
556,1
557,2
558,2
559,2
560,1
561,2
562,1
563,1
564,1
565,2
566,2
567,2
568,2
569,2
570,1
571,2
572,1
573,1
574,1
575,2
576,1
577,2
578,2
579,1
580,2
581,2
582,1
583,1
584,2
585,1
586,1
587,1
588,2
589,2
590,1
591,1
592,2
593,1
594,2
595,1
596,2
597,1
598,2
599,1
600,2
