"UserID","Cluster"
1,1
2,2
3,2
4,2
5,1
6,2
7,1
8,1
9,2
10,2
11,2
12,2
13,1
14,2
15,1
16,2
17,2
18,1
19,1
20,2
21,1
22,1
23,2
24,2
25,1
26,2
27,2
28,1
29,1
30,2
31,1
32,1
33,1
34,2
35,2
36,1
37,2
38,1
39,1
40,2
41,1
42,2
43,1
44,1
45,1
46,1
47,1
48,2
49,1
50,2
51,2
52,2
53,1
54,1
55,2
56,2
57,1
58,2
59,2
60,2
61,1
62,1
63,2
64,1
65,1
66,1
67,2
68,2
69,1
70,1
71,2
72,2
73,1
74,2
75,2
76,1
77,2
78,2
79,2
80,2
81,1
82,2
83,1
84,1
85,2
86,1
87,1
88,1
89,1
90,1
91,1
92,2
93,1
94,2
95,2
96,2
97,2
98,1
99,1
100,1
101,2
102,2
103,2
104,1
105,1
106,2
107,1
108,1
109,2
110,2
111,1
112,2
113,2
114,1
115,2
116,1
117,2
118,2
119,2
120,2
121,2
122,1
123,1
124,1
125,2
126,2
127,1
128,1
129,1
130,1
131,2
132,2
133,2
134,2
135,1
136,1
137,1
138,1
139,1
140,2
141,1
142,2
143,1
144,2
145,1
146,1
147,1
148,2
149,1
150,1
151,1
152,2
153,1
154,2
155,1
156,1
157,2
158,2
159,2
160,1
161,1
162,2
163,1
164,2
165,1
166,2
167,1
168,2
169,2
170,1
171,1
172,1
173,2
174,1
175,2
176,1
177,1
178,1
179,2
180,1
181,2
182,1
183,2
184,2
185,2
186,1
187,1
188,2
189,1
190,2
191,2
192,1
193,1
194,1
195,2
196,1
197,1
198,1
199,1
200,2
201,2
202,2
203,1
204,1
205,2
206,2
207,2
208,1
209,2
210,1
211,2
212,1
213,1
214,1
215,2
216,1
217,2
218,1
219,2
220,1
221,2
222,1
223,1
224,1
225,2
226,1
227,2
228,1
229,2
230,2
231,1
232,2
233,1
234,2
235,1
236,2
237,2
238,1
239,2
240,1
241,1
242,1
243,1
244,2
245,1
246,2
247,2
248,1
249,1
250,2
251,1
252,2
253,1
254,1
255,1
256,1
257,1
258,1
259,1
260,2
261,1
262,1
263,1
264,2
265,1
266,2
267,2
268,1
269,1
270,2
271,2
272,1
273,1
274,1
275,2
276,1
277,2
278,2
279,1
280,2
281,1
282,2
283,1
284,2
285,1
286,2
287,1
288,2
289,2
290,2
291,1
292,2
293,1
294,2
295,1
296,1
297,1
298,2
299,2
300,1
301,1
302,2
303,2
304,1
305,1
306,2
307,1
308,1
309,2
310,1
311,1
312,2
313,2
314,1
315,2
316,1
317,2
318,1
319,2
320,2
321,1
322,2
323,2
324,2
325,2
326,1
327,2
328,1
329,2
330,1
331,2
332,2
333,1
334,1
335,2
336,1
337,1
338,1
339,1
340,1
341,2
342,2
343,2
344,2
345,1
346,1
347,2
348,1
349,2
350,2
351,2
352,1
353,1
354,1
355,1
356,1
357,2
358,2
359,2
360,1
361,2
362,2
363,1
364,1
365,1
366,2
367,2
368,1
369,2
370,1
371,2
372,2
373,1
374,1
375,1
376,1
377,1
378,2
379,2
380,2
381,2
382,1
383,1
384,1
385,1
386,1
387,1
388,1
389,1
390,1
391,2
392,2
393,1
394,2
395,1
396,1
397,2
398,2
399,2
400,2
401,2
402,1
403,1
404,2
405,1
406,1
407,2
408,2
409,1
410,1
411,2
412,2
413,1
414,2
415,1
416,1
417,2
418,1
419,2
420,1
421,1
422,2
423,1
424,1
425,2
426,2
427,2
428,1
429,2
430,1
431,2
432,2
433,1
434,1
435,1
436,2
437,1
438,1
439,2
440,2
441,2
442,1
443,2
444,1
445,2
446,2
447,1
448,2
449,2
450,1
451,1
452,2
453,1
454,1
455,1
456,1
457,1
458,1
459,2
460,2
461,1
462,1
463,1
464,1
465,2
466,1
467,1
468,1
469,1
470,2
471,1
472,1
473,1
474,1
475,2
476,1
477,1
478,2
479,1
480,2
481,2
482,2
483,2
484,1
485,1
486,1
487,1
488,1
489,1
490,1
491,2
492,2
493,2
494,1
495,1
496,1
497,2
498,1
499,2
500,1
501,2
502,1
503,1
504,1
505,1
506,2
507,1
508,1
509,1
510,2
511,1
512,2
513,1
514,2
515,2
516,2
517,1
518,2
519,1
520,2
521,1
522,1
523,2
524,1
525,1
526,1
527,2
528,1
529,2
530,2
531,2
532,2
533,1
534,1
535,2
536,2
537,2
538,2
539,2
540,1
541,2
542,1
543,1
544,1
545,1
546,2
547,2
548,1
549,2
550,1
551,1
552,1
553,2
554,2
555,2
556,1
557,1
558,2
559,2
560,1
561,2
562,1
563,1
